GISJOIN,STATEFP,COUNTYFP,TRACTCE,pov_fam_5_17,nonpov_fam_5_17,tot_fam_5_17,Percent_Pov_Fam5_17
G3600470005601,36,47,5601,50,83,133,0.37593985
G3600470005602,36,47,5602,10,133,143,0.069930069
G3600470005800,36,47,5800,241,170,411,0.5863747
G3600470005900,36,47,5900,24,33,57,0.42105263
G3600470006000,36,47,6000,106,156,262,0.40458015
G3600470006200,36,47,6200,120,225,345,0.34782609
G3600470006300,36,47,6300,20,125,145,0.13793103
G3600470006400,36,47,6400,36,257,293,0.12286689
G3600470006500,36,47,6500,0,328,328,0
G3600470006600,36,47,6600,35,298,333,0.1051051
G3600470006700,36,47,6700,0,246,246,0
G3600470006800,36,47,6800,223,343,566,0.39399293
G3600470006900,36,47,6900,0,199,199,0
G3600470007000,36,47,7000,48,224,272,0.17647059
G3600470007100,36,47,7100,188,360,548,0.34306568
G3600470007200,36,47,7200,179,122,301,0.59468436
G3600470007400,36,47,7400,310,444,754,0.41114059
G3600470007500,36,47,7500,0,340,340,0
G3600470007600,36,47,7600,394,253,647,0.60896444
G3600470007700,36,47,7700,4,287,291,0.013745705
G3600470007800,36,47,7800,143,329,472,0.30296609
G3600470008000,36,47,8000,58,391,449,0.12917595
G3600470008200,36,47,8200,247,271,518,0.47683397
G3600470008400,36,47,8400,128,314,442,0.28959277
G3600470008500,36,47,8500,681,370,1051,0.64795434
G3600470008600,36,47,8600,0,0,0,-99
G3600470008800,36,47,8800,9,257,266,0.033834588
G3600470009000,36,47,9000,116,220,336,0.34523809
G3600470009200,36,47,9200,357,365,722,0.49445984
G3600470009400,36,47,9400,275,275,550,0.5
G3600470009600,36,47,9600,279,358,637,0.43799058
G3600470009800,36,47,9800,599,433,1032,0.58042634
G3600470010000,36,47,10000,489,270,759,0.64426875
G3600470010100,36,47,10100,173,338,511,0.33855185
G3600470010200,36,47,10200,196,308,504,0.3888889
G3600470010400,36,47,10400,264,393,657,0.40182647
G3600470010600,36,47,10600,222,262,484,0.45867768
G3600470010800,36,47,10800,297,242,539,0.55102038
G3600470011000,36,47,11000,69,201,270,0.25555557
G3600470011200,36,47,11200,335,547,882,0.37981859
G3600470011400,36,47,11400,170,215,385,0.44155845
G3600470011600,36,47,11600,148,207,355,0.41690141
G3600470011700,36,47,11700,36,153,189,0.19047619
G3600470011800,36,47,11800,98,155,253,0.38735178
G3600470011900,36,47,11900,5,42,47,0.10638298
G3600470012000,36,47,12000,61,84,145,0.42068964
G3600470012100,36,47,12100,17,95,112,0.15178572
G3600470012200,36,47,12200,267,288,555,0.48108107
G3600470012600,36,47,12600,115,183,298,0.38590604
G3600470012700,36,47,12700,145,136,281,0.51601422
G3600470012801,36,47,12801,65,137,202,0.32178217
G3600470012901,36,47,12901,26,90,116,0.22413793
G3600470012902,36,47,12902,0,132,132,0
G3600470013000,36,47,13000,172,379,551,0.31215972
G3600470013100,36,47,13100,68,259,327,0.20795107
G3600470013200,36,47,13200,86,231,317,0.27129337
G3600470013300,36,47,13300,16,423,439,0.036446471
G3600470013400,36,47,13400,0,342,342,0
G3600470013500,36,47,13500,7,405,412,0.016990291
G3600470013600,36,47,13600,18,344,362,0.049723756
G3600470013700,36,47,13700,45,198,243,0.18518518
G3600470013800,36,47,13800,71,130,201,0.35323384
G3600470013900,36,47,13900,16,231,247,0.06477733
G3600470014000,36,47,14000,15,151,166,0.090361446
G3600470014100,36,47,14100,42,325,367,0.11444142
G3600470014200,36,47,14200,42,234,276,0.15217391
G3600470014300,36,47,14300,44,150,194,0.22680412
G3600470014500,36,47,14500,23,223,246,0.093495935
G3600470014700,36,47,14700,26,113,139,0.18705036
G3600470014800,36,47,14800,50,112,162,0.30864197
G3600470014900,36,47,14900,24,436,460,0.052173913
G3600470015000,36,47,15000,22,125,147,0.14965986
G3600470015100,36,47,15100,8,378,386,0.020725388
G3600470015200,36,47,15200,0,189,189,0
G3600470015300,36,47,15300,0,197,197,0
G3600470015400,36,47,15400,0,0,0,-99
G3600470015500,36,47,15500,8,389,397,0.020151133
G3600470015700,36,47,15700,0,331,331,0
G3600470015900,36,47,15900,18,297,315,0.057142857
G3600470016000,36,47,16000,88,261,349,0.25214899
G3600470016100,36,47,16100,31,133,164,0.18902439
G3600470016200,36,47,16200,52,224,276,0.1884058
G3600470016300,36,47,16300,0,199,199,0
G3600470016400,36,47,16400,0,69,69,0
G3600470016500,36,47,16500,0,532,532,0
G3600470016600,36,47,16600,5,174,179,0.027932961
G3600470016700,36,47,16700,0,548,548,0
G3600470016800,36,47,16800,37,136,173,0.21387284
G3600470016900,36,47,16900,99,205,304,0.3256579
G3600470017000,36,47,17000,130,286,416,0.3125
G3600470017100,36,47,17100,40,361,401,0.099750623
G3600470017200,36,47,17200,35,278,313,0.11182109
G3600470017400,36,47,17400,4,180,184,0.021739131
G3600470017500,36,47,17500,0,0,0,-99
G3600470017600,36,47,17600,15,147,162,0.09259259
G3600470017700,36,47,17700,0,0,0,-99
G3600470017800,36,47,17800,83,263,346,0.23988439
G3600470017900,36,47,17900,105,180,285,0.36842105
G3600470018000,36,47,18000,150,319,469,0.31982943
G3600470018100,36,47,18100,26,220,246,0.10569106
G3600470018200,36,47,18200,153,200,353,0.43342775
G3600470018300,36,47,18300,7,113,120,0.058333334
G3600470018400,36,47,18400,37,205,242,0.15289256
G3600470018501,36,47,18501,391,283,674,0.58011872
G3600470018600,36,47,18600,20,198,218,0.091743119
G3600470018700,36,47,18700,6,67,73,0.08219178
G3600470018800,36,47,18800,62,321,383,0.1618799
G3600470019000,36,47,19000,128,369,497,0.25754526
G3600470019100,36,47,19100,53,197,250,0.212
G3600470019200,36,47,19200,136,230,366,0.37158471
G3600470019300,36,47,19300,56,333,389,0.14395887
G3600470019400,36,47,19400,78,305,383,0.20365535
G3600470019500,36,47,19500,22,254,276,0.079710148
G3600470019600,36,47,19600,120,497,617,0.19448946
G3600470019700,36,47,19700,0,181,181,0
G3600470019800,36,47,19800,110,138,248,0.44354838
G3600470019900,36,47,19900,20,132,152,0.13157895
G3600470020000,36,47,20000,29,236,265,0.10943396
G3600470020100,36,47,20100,8,281,289,0.027681662
G3600470020200,36,47,20200,5,210,215,0.023255814
G3600470020300,36,47,20300,21,81,102,0.20588236
G3600470020400,36,47,20400,30,172,202,0.14851485
G3600470020500,36,47,20500,0,154,154,0
G3600470020600,36,47,20600,15,200,215,0.069767445
G3600470020700,36,47,20700,13,312,325,0.039999999
G3600470020800,36,47,20800,91,208,299,0.30434781
G3600470021000,36,47,21000,125,374,499,0.25050101
G3600470021100,36,47,21100,33,92,125,0.264
G3600470021200,36,47,21200,260,347,607,0.42833608
G3600470021300,36,47,21300,85,286,371,0.22911051
G3600470021400,36,47,21400,32,181,213,0.15023474
G3600470021500,36,47,21500,55,240,295,0.18644068
G3600470021600,36,47,21600,134,262,396,0.33838382
G3600470021700,36,47,21700,49,264,313,0.15654951
G3600470021800,36,47,21800,230,267,497,0.46277666
G3600470021900,36,47,21900,30,213,243,0.12345679
G3600470022000,36,47,22000,66,171,237,0.27848101
G3600470022100,36,47,22100,30,267,297,0.1010101
G3600470022200,36,47,22200,110,230,340,0.32352942
G3600470022400,36,47,22400,238,360,598,0.3979933
G3600470022600,36,47,22600,44,197,241,0.18257262
G3600470022700,36,47,22700,18,241,259,0.06949807
G3600470022800,36,47,22800,234,238,472,0.49576271
G3600470022900,36,47,22900,77,228,305,0.25245902
G3600470023000,36,47,23000,193,262,455,0.42417583
G3600470023100,36,47,23100,28,163,191,0.14659686
G3600470023200,36,47,23200,218,288,506,0.43083003
G3600470023300,36,47,23300,136,302,438,0.31050229
G3600470023400,36,47,23400,106,224,330,0.32121211
G3600470023500,36,47,23500,91,171,262,0.34732825
G3600470023600,36,47,23600,126,234,360,0.34999999
G3600470023800,36,47,23800,100,210,310,0.32258064
G3600470024000,36,47,24000,181,209,390,0.46410257
G3600470024100,36,47,24100,31,100,131,0.23664123
G3600470024200,36,47,24200,68,171,239,0.28451884
G3600470024300,36,47,24300,38,253,291,0.1305842
G3600470024400,36,47,24400,97,211,308,0.31493506
G3600470024500,36,47,24500,74,326,400,0.185
G3600470024600,36,47,24600,114,240,354,0.32203391
G3600470024700,36,47,24700,12,114,126,0.095238097
G3600470024800,36,47,24800,118,231,349,0.3381089
G3600470024900,36,47,24900,66,251,317,0.2082019
G3600470025000,36,47,25000,51,71,122,0.4180328
G3600470025100,36,47,25100,105,182,287,0.36585367
G3600470025200,36,47,25200,179,487,666,0.26876876
G3600470025300,36,47,25300,41,135,176,0.23295455
G3600470025400,36,47,25400,76,313,389,0.19537275
G3600470025500,36,47,25500,403,288,691,0.58321273
G3600470025600,36,47,25600,142,250,392,0.3622449
G3600470025700,36,47,25700,113,78,191,0.59162301
G3600470025800,36,47,25800,98,162,260,0.37692308
G3600470025901,36,47,25901,68,96,164,0.41463414
G3600470025902,36,47,25902,300,123,423,0.70921987
G3600470026000,36,47,26000,64,224,288,0.22222222
G3600470026100,36,47,26100,126,348,474,0.2658228
G3600470026200,36,47,26200,92,167,259,0.35521236
G3600470026300,36,47,26300,28,145,173,0.16184971
G3600470026400,36,47,26400,62,410,472,0.13135593
G3600470026500,36,47,26500,95,201,296,0.32094595
G3600470026600,36,47,26600,72,291,363,0.19834711
G3600470026700,36,47,26700,124,119,243,0.51028806
G3600470026800,36,47,26800,80,232,312,0.25641027
G3600470026900,36,47,26900,0,185,185,0
G3600470027000,36,47,27000,7,192,199,0.035175879
G3600470027100,36,47,27100,103,137,240,0.42916667
G3600470027200,36,47,27200,160,353,513,0.31189084
G3600470027300,36,47,27300,78,189,267,0.29213482
G3600470027400,36,47,27400,7,256,263,0.02661597
G3600470027500,36,47,27500,128,305,433,0.29561201
G3600470027600,36,47,27600,208,337,545,0.38165137
G3600470027700,36,47,27700,193,261,454,0.42511013
G3600470027800,36,47,27800,37,220,257,0.14396887
G3600470027900,36,47,27900,60,200,260,0.23076923
G3600470028000,36,47,28000,19,132,151,0.12582782
G3600470028100,36,47,28100,310,186,496,0.625
G3600470028200,36,47,28200,113,274,387,0.29198965
G3600470028300,36,47,28300,224,229,453,0.49448124
G3600470028400,36,47,28400,176,221,397,0.44332492
G3600470028501,36,47,28501,0,13,13,0
G3600470028502,36,47,28502,153,27,180,0.85000002
G3600470028600,36,47,28600,98,263,361,0.27146813
G3600470028700,36,47,28700,76,173,249,0.30522087
G3600470028800,36,47,28800,100,158,258,0.38759691
G3600470028900,36,47,28900,110,246,356,0.30898875
G3600470029000,36,47,29000,86,140,226,0.38053098
G3600470029100,36,47,29100,47,267,314,0.14968152
G3600470029200,36,47,29200,55,153,208,0.26442307
G3600470029300,36,47,29300,110,286,396,0.27777779
G3600470029400,36,47,29400,14,166,180,0.077777781
G3600470029500,36,47,29500,109,209,318,0.3427673
G3600470029600,36,47,29600,230,407,637,0.3610675
G3600470029700,36,47,29700,99,210,309,0.32038835
G3600470029800,36,47,29800,56,416,472,0.11864407
G3600470029900,36,47,29900,152,134,286,0.53146851
G3600470030000,36,47,30000,109,330,439,0.24829157
G3600470030100,36,47,30100,115,211,326,0.35276073
G3600470030200,36,47,30200,75,399,474,0.15822785
G3600470030300,36,47,30300,462,269,731,0.63201094
G3600470030400,36,47,30400,128,244,372,0.34408602
G3600470030500,36,47,30500,69,221,290,0.23793103
G3600470030600,36,47,30600,53,99,152,0.34868422
G3600470030700,36,47,30700,193,517,710,0.27183098
G3600470030800,36,47,30800,81,111,192,0.421875
G3600470030900,36,47,30900,157,113,270,0.58148146
G3600470031100,36,47,31100,87,227,314,0.27707008
G3600470031300,36,47,31300,114,268,382,0.29842931
G3600470031400,36,47,31400,113,263,376,0.30053192
G3600470031500,36,47,31500,69,111,180,0.38333333
G3600470031701,36,47,31701,6,226,232,0.02586207
G3600470031702,36,47,31702,76,153,229,0.33187774
G3600470031900,36,47,31900,118,237,355,0.33239436
G3600470032100,36,47,32100,190,526,716,0.26536313
G3600470032300,36,47,32300,52,318,370,0.14054054
G3600470032500,36,47,32500,158,343,501,0.31536925
G3600470032600,36,47,32600,309,503,812,0.38054186
G3600470032700,36,47,32700,107,139,246,0.43495935
G3600470032800,36,47,32800,63,161,224,0.28125
G3600470032900,36,47,32900,15,404,419,0.035799522
G3600470033000,36,47,33000,350,383,733,0.47748977
G3600470033100,36,47,33100,53,336,389,0.13624679
G3600470033300,36,47,33300,81,442,523,0.15487571
G3600470033500,36,47,33500,35,220,255,0.13725491
G3600470033600,36,47,33600,57,386,443,0.12866817
G3600470033700,36,47,33700,103,365,468,0.22008547
G3600470033900,36,47,33900,145,202,347,0.41786742
G3600470034000,36,47,34000,43,70,113,0.38053098
G3600470034100,36,47,34100,54,186,240,0.22499999
G3600470034200,36,47,34200,189,294,483,0.39130434
G3600470034300,36,47,34300,317,386,703,0.45092461
G3600470034500,36,47,34500,155,149,304,0.50986844
G3600470034700,36,47,34700,167,168,335,0.49850747
G3600470034800,36,47,34800,77,85,162,0.47530866
G3600470034900,36,47,34900,254,403,657,0.38660577
G3600470035000,36,47,35000,21,97,118,0.1779661
G3600470035100,36,47,35100,201,292,493,0.4077079
G3600470035200,36,47,35200,25,0,25,1
G3600470035300,36,47,35300,135,324,459,0.29411766
G3600470035400,36,47,35400,0,291,291,0
G3600470035500,36,47,35500,91,479,570,0.15964912
G3600470035601,36,47,35601,0,131,131,0
G3600470035602,36,47,35602,0,183,183,0
G3600470035700,36,47,35700,231,141,372,0.62096775
G3600470035900,36,47,35900,340,307,647,0.52550232
G3600470036001,36,47,36001,40,46,86,0.46511629
G3600470036002,36,47,36002,14,261,275,0.050909091
G3600470036100,36,47,36100,58,194,252,0.23015873
G3600470036200,36,47,36200,234,179,413,0.56658596
G3600470036300,36,47,36300,128,336,464,0.27586207
G3600470036400,36,47,36400,70,110,180,0.3888889
G3600470036501,36,47,36501,79,218,297,0.26599327
G3600470036502,36,47,36502,42,50,92,0.45652175
G3600470036600,36,47,36600,162,267,429,0.37762237
G3600470036700,36,47,36700,82,135,217,0.37788019
G3600470036900,36,47,36900,333,425,758,0.43931398
G3600470037000,36,47,37000,62,441,503,0.12326044
G3600470037100,36,47,37100,181,462,643,0.28149301
G3600470037300,36,47,37300,251,320,571,0.4395797
G3600470037401,36,47,37401,19,322,341,0.055718474
G3600470037402,36,47,37402,28,398,426,0.065727696
G3600470037500,36,47,37500,105,223,328,0.32012194
G3600470037700,36,47,37700,125,194,319,0.39184952
G3600470037900,36,47,37900,174,242,416,0.41826922
G3600470038100,36,47,38100,258,387,645,0.40000001
G3600470038200,36,47,38200,472,327,799,0.59073842
G3600470038300,36,47,38300,53,402,455,0.11648352
G3600470038500,36,47,38500,137,280,417,0.32853717
G3600470038600,36,47,38600,166,186,352,0.47159091
G3600470038700,36,47,38700,173,227,400,0.4325
G3600470038800,36,47,38800,93,359,452,0.20575221
G3600470038900,36,47,38900,69,161,230,0.30000001
G3600470039000,36,47,39000,36,181,217,0.16589862
G3600470039100,36,47,39100,164,216,380,0.43157893
G3600470039200,36,47,39200,55,250,305,0.18032786
G3600470039300,36,47,39300,32,226,258,0.12403101
G3600470039400,36,47,39400,18,261,279,0.064516127
G3600470039500,36,47,39500,107,183,290,0.36896551
G3600470039600,36,47,39600,68,250,318,0.21383648
G3600470039700,36,47,39700,155,195,350,0.44285715
G3600470039800,36,47,39800,58,151,209,0.27751195
G3600470039900,36,47,39900,123,168,291,0.42268041
G3600470040000,36,47,40000,145,218,363,0.39944905
G3600470040100,36,47,40100,77,232,309,0.24919094
G3600470040200,36,47,40200,58,132,190,0.30526316
G3600470040300,36,47,40300,209,117,326,0.64110428
G3600470040400,36,47,40400,55,183,238,0.23109244
G3600470040500,36,47,40500,64,106,170,0.3764706
G3600470040600,36,47,40600,38,359,397,0.095717885
G3600470040700,36,47,40700,0,0,0,-99
G3600470040800,36,47,40800,113,188,301,0.3754153
G3600470040900,36,47,40900,203,300,503,0.40357852
G3600470041000,36,47,41000,40,121,161,0.24844721
G3600470041100,36,47,41100,135,216,351,0.38461539
G3600470041200,36,47,41200,25,303,328,0.076219514
G3600470041300,36,47,41300,85,418,503,0.16898608
G3600470041401,36,47,41401,0,115,115,0
G3600470041402,36,47,41402,0,106,106,0
G3600470041500,36,47,41500,98,471,569,0.17223199
G3600470041600,36,47,41600,127,204,331,0.3836858
G3600470041700,36,47,41700,171,274,445,0.38426965
G3600470041800,36,47,41800,29,193,222,0.13063063
G3600470041900,36,47,41900,279,349,628,0.44426751
G3600470042000,36,47,42000,67,145,212,0.31603774
G3600470042100,36,47,42100,108,220,328,0.32926831
G3600470042200,36,47,42200,0,308,308,0
G3600470042300,36,47,42300,153,343,496,0.30846775
G3600470042400,36,47,42400,16,215,231,0.069264069
G3600470042500,36,47,42500,84,229,313,0.2683706
G3600470042600,36,47,42600,199,250,449,0.44320711
G3600470042700,36,47,42700,374,153,527,0.7096774
G3600470042800,36,47,42800,16,245,261,0.061302681
G3600470042900,36,47,42900,181,361,542,0.33394834
G3600470043000,36,47,43000,44,195,239,0.18410042
G3600470043100,36,47,43100,187,245,432,0.43287036
G3600470043200,36,47,43200,163,322,485,0.33608249
G3600470043300,36,47,43300,228,406,634,0.35962147
G3600470043400,36,47,43400,60,277,337,0.17804155
G3600470043500,36,47,43500,192,393,585,0.32820514
G3600470043600,36,47,43600,62,301,363,0.1707989
G3600470043700,36,47,43700,221,333,554,0.39891696
G3600470043800,36,47,43800,28,158,186,0.15053764
G3600470043900,36,47,43900,125,322,447,0.27964205
G3600470044000,36,47,44000,107,213,320,0.33437499
G3600470044100,36,47,44100,222,419,641,0.34633386
G3600470044200,36,47,44200,25,260,285,0.087719299
G3600470044300,36,47,44300,164,423,587,0.2793867
G3600470044400,36,47,44400,21,253,274,0.076642334
G3600470044500,36,47,44500,194,363,557,0.34829444
G3600470044600,36,47,44600,43,115,158,0.27215189
G3600470044700,36,47,44700,58,171,229,0.2532751
G3600470044800,36,47,44800,27,93,120,0.22499999
G3600470044900,36,47,44900,157,199,356,0.44101125
G3600470045000,36,47,45000,22,26,48,0.45833334
G3600470045200,36,47,45200,84,200,284,0.29577464
G3600470045300,36,47,45300,69,75,144,0.47916666
G3600470045400,36,47,45400,51,140,191,0.2670157
G3600470045600,36,47,45600,80,181,261,0.3065134
G3600470045800,36,47,45800,16,174,190,0.08421053
G3600470046000,36,47,46000,82,229,311,0.26366559
G3600470046201,36,47,46201,40,211,251,0.15936255
G3600470046202,36,47,46202,36,133,169,0.21301775
G3600470046400,36,47,46400,98,210,308,0.31818181
G3600470046800,36,47,46800,24,142,166,0.14457831
G3600470047000,36,47,47000,102,147,249,0.40963855
G3600470047200,36,47,47200,89,206,295,0.30169493
G3600470047400,36,47,47400,68,230,298,0.22818792
G3600470047600,36,47,47600,17,210,227,0.074889868
G3600470047700,36,47,47700,34,68,102,0.33333334
G3600470047800,36,47,47800,126,250,376,0.33510637
G3600470048000,36,47,48000,32,243,275,0.11636364
G3600470048100,36,47,48100,0,198,198,0
G3600470048200,36,47,48200,71,282,353,0.20113315
G3600470048400,36,47,48400,167,380,547,0.30530164
G3600470048500,36,47,48500,0,83,83,0
G3600470048600,36,47,48600,149,199,348,0.42816091
G3600470048800,36,47,48800,156,307,463,0.33693305
G3600470048900,36,47,48900,189,152,341,0.55425221
G3600470049000,36,47,49000,110,293,403,0.27295285
G3600470049100,36,47,49100,148,397,545,0.27155963
G3600470049200,36,47,49200,51,208,259,0.1969112
G3600470049300,36,47,49300,145,494,639,0.22691706
G3600470049400,36,47,49400,119,349,468,0.2542735
G3600470049500,36,47,49500,17,121,138,0.12318841
G3600470049600,36,47,49600,75,427,502,0.14940239
G3600470049700,36,47,49700,12,30,42,0.2857143
G3600470049800,36,47,49800,109,339,448,0.24330357
G3600470049900,36,47,49900,0,70,70,0
G3600470050000,36,47,50000,50,330,380,0.13157895
G3600470050100,36,47,50100,62,129,191,0.32460734
G3600470050202,36,47,50202,0,159,159,0
G3600470050300,36,47,50300,0,75,75,0
G3600470050400,36,47,50400,147,289,436,0.33715597
G3600470050500,36,47,50500,200,146,346,0.5780347
G3600470050600,36,47,50600,199,432,631,0.31537244
G3600470050700,36,47,50700,58,151,209,0.27751195
G3600470050801,36,47,50801,121,260,381,0.31758529
G3600470050803,36,47,50803,25,102,127,0.19685039
G3600470050804,36,47,50804,146,286,432,0.33796296
G3600470050900,36,47,50900,139,211,350,0.39714286
G3600470051001,36,47,51001,32,324,356,0.089887641
G3600470051002,36,47,51002,141,434,575,0.2452174
G3600470051100,36,47,51100,216,124,340,0.63529414
G3600470051200,36,47,51200,184,352,536,0.34328359
G3600470051300,36,47,51300,97,153,250,0.38800001
G3600470051400,36,47,51400,138,664,802,0.17206983
G3600470051500,36,47,51500,0,66,66,0
G3600470051601,36,47,51601,88,423,511,0.17221135
G3600470051602,36,47,51602,64,316,380,0.16842106
G3600470051700,36,47,51700,0,9,9,0
G3600470051800,36,47,51800,37,268,305,0.12131148
G3600470051900,36,47,51900,18,115,133,0.13533835
G3600470052000,36,47,52000,86,362,448,0.19196428
G3600470052300,36,47,52300,46,174,220,0.2090909
G3600470052500,36,47,52500,125,156,281,0.44483986
G3600470052600,36,47,52600,123,413,536,0.22947761
G3600470052700,36,47,52700,351,241,592,0.5929054
G3600470052800,36,47,52800,44,166,210,0.20952381
G3600470052900,36,47,52900,122,134,256,0.4765625
G3600470053000,36,47,53000,51,240,291,0.17525773
G3600470053100,36,47,53100,162,504,666,0.24324325
G3600470053200,36,47,53200,44,96,140,0.31428573
G3600470053300,36,47,53300,223,244,467,0.47751606
G3600470053400,36,47,53400,193,171,364,0.53021979
G3600470053500,36,47,53500,87,200,287,0.3031359
G3600470053700,36,47,53700,260,201,461,0.56399131
G3600470053800,36,47,53800,71,167,238,0.29831934
G3600470053900,36,47,53900,89,127,216,0.41203704
G3600470054200,36,47,54200,132,330,462,0.2857143
G3600470054300,36,47,54300,12,42,54,0.22222222
G3600470054400,36,47,54400,48,229,277,0.1732852
G3600470054500,36,47,54500,355,364,719,0.4937413
G3600470054600,36,47,54600,114,359,473,0.24101479
G3600470054700,36,47,54700,157,245,402,0.39054728
G3600470054800,36,47,54800,32,174,206,0.15533981
G3600470054900,36,47,54900,0,127,127,0
G3600470055000,36,47,55000,55,232,287,0.19163764
G3600470055100,36,47,55100,55,431,486,0.11316872
G3600470055200,36,47,55200,110,132,242,0.45454547
G3600470055300,36,47,55300,2,96,98,0.020408163
G3600470055400,36,47,55400,155,253,408,0.37990198
G3600470055500,36,47,55500,33,269,302,0.10927153
G3600470055600,36,47,55600,52,274,326,0.1595092
G3600470055700,36,47,55700,12,58,70,0.17142858
G3600470055800,36,47,55800,104,200,304,0.34210527
G3600470056000,36,47,56000,98,287,385,0.25454545
G3600470056100,36,47,56100,2,92,94,0.021276595
G3600470056200,36,47,56200,26,141,167,0.15568863
G3600470056300,36,47,56300,88,150,238,0.36974791
G3600470056400,36,47,56400,0,232,232,0
G3600470056500,36,47,56500,0,145,145,0
G3600470056600,36,47,56600,20,210,230,0.086956523
G3600470056800,36,47,56800,16,92,108,0.14814815
G3600470056900,36,47,56900,20,64,84,0.23809524
G3600470057000,36,47,57000,24,219,243,0.098765433
G3600470057100,36,47,57100,53,111,164,0.32317072
G3600470057200,36,47,57200,301,250,551,0.54627949
G3600470057300,36,47,57300,21,84,105,0.2
G3600470057400,36,47,57400,13,220,233,0.055793993
G3600470057500,36,47,57500,21,193,214,0.098130845
G3600470057600,36,47,57600,70,226,296,0.23648648
G3600470057800,36,47,57800,143,235,378,0.37830687
G3600470057900,36,47,57900,27,49,76,0.35526314
G3600470058000,36,47,58000,90,347,437,0.20594966
G3600470058200,36,47,58200,159,301,460,0.34565216
G3600470058400,36,47,58400,9,211,220,0.040909089
G3600470058600,36,47,58600,60,250,310,0.19354838
G3600470058800,36,47,58800,9,203,212,0.042452831
G3600470058900,36,47,58900,0,88,88,0
G3600470059000,36,47,59000,15,117,132,0.11363637
G3600470059100,36,47,59100,16,150,166,0.096385539
G3600470059200,36,47,59200,18,332,350,0.051428571
G3600470059300,36,47,59300,15,90,105,0.14285715
G3600470059401,36,47,59401,153,594,747,0.20481928
G3600470059402,36,47,59402,0,332,332,0
G3600470059600,36,47,59600,0,171,171,0
G3600470059800,36,47,59800,273,272,545,0.50091743
G3600470060000,36,47,60000,197,391,588,0.33503401
G3600470060600,36,47,60600,41,129,170,0.24117647
G3600470060800,36,47,60800,7,243,250,0.028000001
G3600470061002,36,47,61002,0,442,442,0
G3600470061003,36,47,61003,65,133,198,0.32828283
G3600470061004,36,47,61004,102,299,401,0.2543641
G3600470061200,36,47,61200,0,58,58,0
G3600470061600,36,47,61600,0,118,118,0
G3600470062000,36,47,62000,4,213,217,0.01843318
G3600470062200,36,47,62200,10,238,248,0.040322579
G3600470062600,36,47,62600,93,197,290,0.32068965
G3600470062800,36,47,62800,59,473,532,0.11090226
G3600470063200,36,47,63200,24,167,191,0.12565444
G3600470063600,36,47,63600,0,141,141,0
G3600470063800,36,47,63800,0,108,108,0
G3600470064000,36,47,64000,0,158,158,0
G3600470064200,36,47,64200,38,172,210,0.18095239
G3600470064400,36,47,64400,44,198,242,0.18181819
G3600470064600,36,47,64600,0,229,229,0
G3600470064800,36,47,64800,39,167,206,0.18932039
G3600470065000,36,47,65000,28,137,165,0.16969697
G3600470065200,36,47,65200,18,67,85,0.21176471
G3600470065400,36,47,65400,29,188,217,0.13364056
G3600470065600,36,47,65600,14,151,165,0.084848486
G3600470065800,36,47,65800,28,184,212,0.13207547
G3600470066000,36,47,66000,0,246,246,0
G3600470066200,36,47,66200,0,160,160,0
G3600470066600,36,47,66600,0,0,0,-99
G3600470067000,36,47,67000,37,281,318,0.1163522
G3600470067200,36,47,67200,52,155,207,0.25120774
G3600470067400,36,47,67400,6,154,160,0.037500001
G3600470067600,36,47,67600,6,154,160,0.037500001
G3600470067800,36,47,67800,0,201,201,0
G3600470068000,36,47,68000,90,185,275,0.32727271
G3600470068200,36,47,68200,0,240,240,0
G3600470068600,36,47,68600,6,85,91,0.065934069
G3600470068800,36,47,68800,0,198,198,0
G3600470069000,36,47,69000,36,207,243,0.14814815
G3600470069200,36,47,69200,9,324,333,0.027027028
G3600470069601,36,47,69601,119,441,560,0.21250001
G3600470069602,36,47,69602,180,605,785,0.22929937
G3600470069800,36,47,69800,20,138,158,0.12658228
G3600470070000,36,47,70000,18,128,146,0.12328767
G3600470070201,36,47,70201,60,587,647,0.0927357
G3600470070202,36,47,70202,0,0,0,-99
G3600470070203,36,47,70203,0,0,0,-99
G3600470070600,36,47,70600,0,268,268,0
G3600470072000,36,47,72000,20,262,282,0.070921987
G3600470072200,36,47,72200,59,255,314,0.18789808
G3600470072400,36,47,72400,9,162,171,0.052631579
G3600470072600,36,47,72600,19,154,173,0.10982659
G3600470072800,36,47,72800,7,280,287,0.024390243
G3600470073000,36,47,73000,14,188,202,0.069306932
G3600470073200,36,47,73200,33,247,280,0.11785714
G3600470073400,36,47,73400,20,203,223,0.089686096
G3600470073600,36,47,73600,53,321,374,0.14171124
G3600470073800,36,47,73800,112,232,344,0.3255814
G3600470074000,36,47,74000,118,400,518,0.22779922
G3600470074200,36,47,74200,74,319,393,0.18829517
G3600470074400,36,47,74400,39,244,283,0.13780919
G3600470074600,36,47,74600,51,241,292,0.17465754
G3600470074800,36,47,74800,63,149,212,0.2971698
G3600470075000,36,47,75000,78,218,296,0.26351351
G3600470075200,36,47,75200,0,99,99,0
G3600470075400,36,47,75400,102,93,195,0.52307695
G3600470075600,36,47,75600,17,166,183,0.092896178
G3600470075800,36,47,75800,11,182,193,0.056994818
G3600470076000,36,47,76000,74,227,301,0.24584718
G3600470076200,36,47,76200,159,244,403,0.39454094
